model,mode,video_id,title,topic,subtopic,query_source,pool_scope,candidate_pool_size,top5,top5_with_scores,gold_keywords,vlm_order,ndcg_at_5,weighted_precision_at_5
glove,current,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary,full_pool,116,"Modulus of a complex number, Regions in the complex plane, Equations involving complex numbers, Algebraic form, Argand diagram",1. Modulus of a complex number (0.958); 2. Regions in the complex plane (0.954); 3. Equations involving complex numbers (0.930); 4. Algebraic form (0.831); 5. Argand diagram (0.660),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9513,0.9333
glove,current,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary,full_pool,116,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (0.977); 2. Critical point (0.919); 3. Local maximum (0.917); 4. Local minimum (0.902); 5. Concavity (0.578),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
glove,current,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary,full_pool,116,"Minimum, Maximum, Constrained optimization, Optimization, Lagrange multipliers",1. Minimum (0.830); 2. Maximum (0.825); 3. Constrained optimization (0.788); 4. Optimization (0.758); 5. Lagrange multipliers (0.710),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",0.8987,0.8667
glove,current,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary,full_pool,116,"Critical point, Second derivative test, Local maximum, Local minimum, Saddle point",1. Critical point (0.913); 2. Second derivative test (0.912); 3. Local maximum (0.910); 4. Local minimum (0.898); 5. Saddle point (0.793),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
glove,current,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary,full_pool,116,"Feasible set, Constrained optimization, Optimization, Maximum, Lagrange multipliers",1. Feasible set (0.868); 2. Constrained optimization (0.843); 3. Optimization (0.808); 4. Maximum (0.806); 5. Lagrange multipliers (0.659),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9275,0.9333
glove,current,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary,full_pool,116,"KKT conditions, Optimal solution, Constrained optimization, Optimization, Lagrange multipliers",1. KKT conditions (0.904); 2. Optimal solution (0.864); 3. Constrained optimization (0.797); 4. Optimization (0.767); 5. Lagrange multipliers (0.612),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
glove,current,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.932); 2. Chain rule (0.903); 3. Power rule (0.888); 4. Trigonometric rules (0.752); 5. Trigonometric functions (0.716),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
glove,current,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.935); 2. Chain rule (0.912); 3. Power rule (0.877); 4. Trigonometric rules (0.790); 5. Trigonometric functions (0.744),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",0.9866,0.9333
glove,current,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary,full_pool,116,"Derivative definition, Constant rule, Chain rule, Power rule, Trigonometric rules",1. Derivative definition (0.946); 2. Constant rule (0.926); 3. Chain rule (0.907); 4. Power rule (0.879); 5. Trigonometric rules (0.859),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.8123,0.7333
glove,current,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary,full_pool,116,"Exponential rule, Trigonometric rules, Logarithmic rule, Tangent line, Slope",1. Exponential rule (0.912); 2. Trigonometric rules (0.905); 3. Logarithmic rule (0.871); 4. Tangent line (0.847); 5. Slope (0.736),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
glove,current,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary,full_pool,116,"Constant rule, Sum/Difference rule, Power rule, Quotient rule, Leibniz notation",1. Constant rule (0.914); 2. Sum/Difference rule (0.909); 3. Power rule (0.903); 4. Quotient rule (0.866); 5. Leibniz notation (0.691),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.4909,0.5333
glove,scene_only,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title_only,full_pool,116,"Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",1. Powers of i (1.000); 2. Powers of complex numbers (0.956); 3. Imaginary part (0.930); 4. Operations with complex numbers (0.883); 5. Nth root (0.687),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
glove,scene_only,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title_only,full_pool,116,"Conjugate number, Operations with complex numbers, Imaginary part, Real part, Argand diagram",1. Conjugate number (0.830); 2. Operations with complex numbers (0.829); 3. Imaginary part (0.664); 4. Real part (0.653); 5. Argand diagram (0.639),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9563,0.9333
glove,scene_only,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Operations with complex numbers, Complex plane, Real part, Powers of i, Imaginary part",1. Operations with complex numbers (0.991); 2. Complex plane (0.885); 3. Real part (0.869); 4. Powers of i (0.861); 5. Imaginary part (0.847),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7252,0.8
glove,scene_only,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Regions in the complex plane, Complex plane, Real part, Imaginary part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.918); 3. Real part (0.847); 4. Imaginary part (0.813); 5. Rectangular form (Standard form) (0.787),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
glove,scene_only,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title_only,full_pool,116,"Modulus of a complex number, Regions in the complex plane, Equations involving complex numbers, Algebraic form, Argand diagram",1. Modulus of a complex number (0.958); 2. Regions in the complex plane (0.955); 3. Equations involving complex numbers (0.948); 4. Algebraic form (0.814); 5. Argand diagram (0.663),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9513,0.9333
glove,scene_only,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title_only,full_pool,116,"Second derivative test, Local maximum, Critical point, Local minimum, Concavity",1. Second derivative test (1.000); 2. Local maximum (0.819); 3. Critical point (0.809); 4. Local minimum (0.800); 5. Concavity (0.557),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
glove,scene_only,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title_only,full_pool,116,"Lagrange multipliers, Constrained optimization, Optimization, Maximum, Minimum",1. Lagrange multipliers (1.000); 2. Constrained optimization (0.721); 3. Optimization (0.720); 4. Maximum (0.608); 5. Minimum (0.598),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
glove,scene_only,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title_only,full_pool,116,"Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1. Local maximum (0.941); 2. Local minimum (0.930); 3. Second derivative test (0.857); 4. Critical point (0.827); 5. Saddle point (0.685),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
glove,scene_only,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title_only,full_pool,116,"Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",1. Constrained optimization (1.000); 2. Optimization (0.939); 3. Lagrange multipliers (0.668); 4. Feasible set (0.644); 5. Maximum (0.596),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9948,0.9333
glove,scene_only,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title_only,full_pool,116,"KKT conditions, Optimal solution, Constrained optimization, Optimization, Lagrange multipliers",1. KKT conditions (0.983); 2. Optimal solution (0.814); 3. Constrained optimization (0.754); 4. Optimization (0.728); 5. Lagrange multipliers (0.619),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
glove,scene_only,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title_only,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.991); 2. Chain rule (0.955); 3. Power rule (0.857); 4. Trigonometric rules (0.826); 5. Trigonometric functions (0.766),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
glove,scene_only,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title_only,full_pool,116,"Trigonometric functions, Product rule, Trigonometric rules, Chain rule, Power rule",1. Trigonometric functions (0.895); 2. Product rule (0.849); 3. Trigonometric rules (0.835); 4. Chain rule (0.798); 5. Power rule (0.725),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1.0,0.9333
glove,scene_only,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title_only,full_pool,116,"Derivative definition, Trigonometric rules, Constant rule, Chain rule, Power rule",1. Derivative definition (0.941); 2. Trigonometric rules (0.823); 3. Constant rule (0.753); 4. Chain rule (0.720); 5. Power rule (0.708),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.7373,0.7333
glove,scene_only,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title_only,full_pool,116,"Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",1. Trigonometric rules (0.845); 2. Exponential rule (0.827); 3. Logarithmic rule (0.799); 4. Tangent line (0.765); 5. Slope (0.684),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
glove,scene_only,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title_only,full_pool,116,"Quotient rule, Constant rule, Sum/Difference rule, Power rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.893); 3. Sum/Difference rule (0.875); 4. Power rule (0.837); 5. Leibniz notation (0.716),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
glove,summary_late_fusion,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title+summary_late_fusion,full_pool,116,"Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",1. Powers of i (1.000); 2. Powers of complex numbers (0.958); 3. Imaginary part (0.921); 4. Operations with complex numbers (0.893); 5. Nth root (0.694),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
glove,summary_late_fusion,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title+summary_late_fusion,full_pool,116,"Operations with complex numbers, Conjugate number, Real part, Imaginary part, Argand diagram",1. Operations with complex numbers (0.887); 2. Conjugate number (0.839); 3. Real part (0.723); 4. Imaginary part (0.715); 5. Argand diagram (0.614),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9563,0.9333
glove,summary_late_fusion,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Operations with complex numbers, Real part, Complex plane, Powers of i, Imaginary part",1. Operations with complex numbers (0.991); 2. Real part (0.894); 3. Complex plane (0.892); 4. Powers of i (0.887); 5. Imaginary part (0.872),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7252,0.8
glove,summary_late_fusion,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Regions in the complex plane, Complex plane, Real part, Imaginary part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Complex plane (0.916); 3. Real part (0.871); 4. Imaginary part (0.833); 5. Rectangular form (Standard form) (0.805),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
glove,summary_late_fusion,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_late_fusion,full_pool,116,"Modulus of a complex number, Regions in the complex plane, Equations involving complex numbers, Algebraic form, Argand diagram",1. Modulus of a complex number (0.967); 2. Regions in the complex plane (0.963); 3. Equations involving complex numbers (0.952); 4. Algebraic form (0.825); 5. Argand diagram (0.665),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9513,0.9333
glove,summary_late_fusion,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary_late_fusion,full_pool,116,"Second derivative test, Local maximum, Critical point, Local minimum, Concavity",1. Second derivative test (1.000); 2. Local maximum (0.850); 3. Critical point (0.844); 4. Local minimum (0.833); 5. Concavity (0.563),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
glove,summary_late_fusion,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"Lagrange multipliers, Constrained optimization, Optimization, Maximum, Minimum",1. Lagrange multipliers (1.000); 2. Constrained optimization (0.731); 3. Optimization (0.722); 4. Maximum (0.633); 5. Minimum (0.621),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",1.0,0.8667
glove,summary_late_fusion,LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,title+summary_late_fusion,full_pool,116,"Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1. Local maximum (0.947); 2. Local minimum (0.936); 3. Second derivative test (0.885); 4. Critical point (0.863); 5. Saddle point (0.722),"Critical point, Hessian matrix, Local maximum, Local minimum, Saddle point, Second derivative test, Unconstrained optimization, Maximum, Minimum, Optimization, Stationary point","Local maximum, Local minimum, Second derivative test, Critical point, Saddle point",1.0,1.0
glove,summary_late_fusion,vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"Constrained optimization, Optimization, Feasible set, Lagrange multipliers, Maximum",1. Constrained optimization (1.000); 2. Optimization (0.937); 3. Feasible set (0.696); 4. Lagrange multipliers (0.652); 5. Maximum (0.636),"Constrained optimization, Lagrange multipliers, Maximum, Optimization, Critical point, Feasible set, Maximizer, Optimal solution, Stationary point, Tangent line","Constrained optimization, Optimization, Lagrange multipliers, Feasible set, Maximum",0.9866,0.9333
glove,summary_late_fusion,kv8pMEALdWo,Introduction to Kuhn-Tucker Conditions,Optimization,Constrained Optimization,title+summary_late_fusion,full_pool,116,"KKT conditions, Optimal solution, Constrained optimization, Optimization, Lagrange multipliers",1. KKT conditions (0.983); 2. Optimal solution (0.841); 3. Constrained optimization (0.773); 4. Optimization (0.744); 5. Lagrange multipliers (0.616),"Constrained optimization, KKT conditions, Optimal solution, Optimization, Feasible set, Global optimum, Lagrange multipliers, Maximizer, Maximum, Minimizer, Minimum","Constrained optimization, Optimization, KKT conditions, Optimal solution, Lagrange multipliers",1.0,0.9333
glove,summary_late_fusion,QqAPCIIdx-E,Derivative using Chain and Product Rules,Differentiation,Derivative Rules,title+summary_late_fusion,full_pool,116,"Product rule, Chain rule, Power rule, Trigonometric rules, Trigonometric functions",1. Product rule (0.991); 2. Chain rule (0.955); 3. Power rule (0.878); 4. Trigonometric rules (0.816); 5. Trigonometric functions (0.761),"Chain rule, Derivative definition, Power rule, Product rule, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Sum/Difference rule","Chain rule, Product rule, Power rule, Trigonometric rules, Trigonometric functions",0.7558,0.6
glove,summary_late_fusion,QhB481jPAa4,Differentiation of y = cos(ax),Differentiation,Derivative Rules,title+summary_late_fusion,full_pool,116,"Product rule, Trigonometric functions, Chain rule, Trigonometric rules, Power rule",1. Product rule (0.875); 2. Trigonometric functions (0.859); 3. Chain rule (0.831); 4. Trigonometric rules (0.826); 5. Power rule (0.767),"Chain rule, Product rule, Trigonometric functions, Trigonometric rules, Constant rule, Leibniz notation, Power rule","Chain rule, Trigonometric rules, Product rule, Trigonometric functions, Power rule",1.0,0.9333
glove,summary_late_fusion,JTDa2uZS2gI,Calculating Partial Derivatives,Differentiation,Partial Derivatives,title+summary_late_fusion,full_pool,116,"Derivative definition, Trigonometric rules, Constant rule, Chain rule, Power rule",1. Derivative definition (0.944); 2. Trigonometric rules (0.833); 3. Constant rule (0.801); 4. Chain rule (0.771); 5. Power rule (0.755),"Constant rule, Derivative definition, Power rule, Product rule, Quotient rule, Sum/Difference rule, Chain rule, Differentiability, Higher-order derivatives, Instantaneous rate of change, Leibniz notation, Slope","Chain rule, Constant rule, Derivative definition, Trigonometric rules, Power rule",0.7373,0.7333
glove,summary_late_fusion,TDHI-aieyfk,Derivatives of Common Functions,Differentiation,Derivatives,title+summary_late_fusion,full_pool,116,"Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",1. Trigonometric rules (0.873); 2. Exponential rule (0.862); 3. Logarithmic rule (0.830); 4. Tangent line (0.798); 5. Slope (0.706),"Exponential rule, Logarithmic rule, Trigonometric functions, Trigonometric rules, Differentiability, Instantaneous rate of change, Leibniz notation, Slope, Tangent line","Trigonometric rules, Exponential rule, Logarithmic rule, Tangent line, Slope",0.9491,0.8667
glove,summary_late_fusion,uKfcS7-O6UE,Quotient Rule for Differentiation,Differentiation,Derivatives,title+summary_late_fusion,full_pool,116,"Quotient rule, Constant rule, Sum/Difference rule, Power rule, Leibniz notation",1. Quotient rule (1.000); 2. Constant rule (0.930); 3. Sum/Difference rule (0.915); 4. Power rule (0.883); 5. Leibniz notation (0.726),"Derivative definition, Differentiability, Quotient rule, Chain rule, Instantaneous rate of change, Power rule, Product rule, Slope, Sum/Difference rule","Quotient rule, Constant rule, Power rule, Sum/Difference rule, Leibniz notation",0.6538,0.5333
glove,summary_shortlist,KTNcYYHuBTY,Powers of the Imaginary Unit i,Complex Numbers,Complex Powers and Roots,title+summary_in_summary_shortlist,summary_shortlist:43,43,"Powers of i, Powers of complex numbers, Operations with complex numbers, Imaginary part, Nth root",1. Powers of i (1.000); 2. Powers of complex numbers (0.956); 3. Operations with complex numbers (0.900); 4. Imaginary part (0.877); 5. Nth root (0.645),"Powers of i, Roots of unity, Complex plane, Complex plane rotation, Imaginary part, Modulus of a complex number, Operations with complex numbers, Powers of complex numbers, Real part, Rectangular form (Standard form)","Powers of i, Powers of complex numbers, Imaginary part, Operations with complex numbers, Nth root",0.8134,0.6
glove,summary_shortlist,BZxZ_eEuJBM,Complex Conjugates,Complex Numbers,Complex Arithmetic,title+summary_in_summary_shortlist,summary_shortlist:39,39,"Operations with complex numbers, Real part, Imaginary part, Conjugate number, Argand diagram",1. Operations with complex numbers (0.974); 2. Real part (0.933); 3. Imaginary part (0.866); 4. Conjugate number (0.758); 5. Argand diagram (0.516),"Conjugate number, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form), Algebraic form, Argand diagram, Complex plane, Equations involving complex numbers","Operations with complex numbers, Imaginary part, Conjugate number, Real part, Argand diagram",0.9563,0.9333
glove,summary_shortlist,kpywdu1afas,Introduction to Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:39,39,"Operations with complex numbers, Real part, Powers of i, Imaginary part, Complex plane",1. Operations with complex numbers (0.967); 2. Real part (0.940); 3. Powers of i (0.932); 4. Imaginary part (0.904); 5. Complex plane (0.869),"Algebraic form, Argand diagram, Complex plane, Imaginary part, Real part, Rectangular form (Standard form), Conjugate number, Modulus of a complex number, Nth root, Powers of i","Imaginary part, Operations with complex numbers, Complex plane, Powers of i, Real part",0.7174,0.8
glove,summary_shortlist,KeYfQ8Em9BU,Regions in the complex plane,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:40,40,"Regions in the complex plane, Real part, Complex plane, Imaginary part, Rectangular form (Standard form)",1. Regions in the complex plane (1.000); 2. Real part (0.913); 3. Complex plane (0.886); 4. Imaginary part (0.845); 5. Rectangular form (Standard form) (0.809),"Argand diagram, Complex plane, Imaginary part, Real part, Regions in the complex plane, Algebraic form, Equations involving complex numbers, Modulus of a complex number, Rectangular form (Standard form)","Regions in the complex plane, Complex plane, Imaginary part, Real part, Rectangular form (Standard form)",0.9563,0.9333
glove,summary_shortlist,AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,title+summary_in_summary_shortlist,summary_shortlist:42,42,"Modulus of a complex number, Regions in the complex plane, Equations involving complex numbers, Algebraic form, Argand diagram",1. Modulus of a complex number (0.947); 2. Regions in the complex plane (0.939); 3. Equations involving complex numbers (0.900); 4. Algebraic form (0.773); 5. Argand diagram (0.524),"Argand diagram, Complex plane, Equations involving complex numbers, Modulus of a complex number, Regions in the complex plane, Algebraic form, Imaginary part, Operations with complex numbers, Real part, Rectangular form (Standard form)","Equations involving complex numbers, Regions in the complex plane, Modulus of a complex number, Argand diagram, Algebraic form",0.9513,0.9333
glove,summary_shortlist,G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,title+summary_in_summary_shortlist,summary_shortlist:59,59,"Second derivative test, Critical point, Local maximum, Local minimum, Concavity",1. Second derivative test (0.977); 2. Critical point (0.919); 3. Local maximum (0.917); 4. Local minimum (0.902); 5. Concavity (0.578),"Critical point, Local maximum, Local minimum, Second derivative test, Concavity, First derivative test, Higher-order derivatives, Optimization, Stationary point, Unconstrained optimization","Second derivative test, Local maximum, Local minimum, Critical point, Concavity",1.0,0.9333
glove,summary_shortlist,8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,title+summary_in_summary_shortlist,summary_shortlist:56,56,"Minimum, Maximum, Constrained optimization, Optimization, Lagrange multipliers",1. Minimum (0.830); 2. Maximum (0.825); 3. Constrained optimization (0.788); 4. Optimization (0.758); 5. Lagrange multipliers (0.710),"Constrained optimization, Lagrange multipliers, Optimization, Critical point, Feasible set, Maximum, Minimum, Optimal solution, Stationary point","Lagrange multipliers, Constrained optimization, Optimization, Minimum, Maximum",0.8987,0.8667
